Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2018-08-22,37862.1640625,37944.294570227765,36876.59796976681,37081.92423908623,11641656
2018-08-23,37944.3046875,37944.3046875,37533.65203936688,37903.23942268669,6730918
2018-08-24,37903.23046875,38108.55674431203,37410.44740740114,37697.90419318798,6582535
2018-08-27,38026.4375,38231.76383639309,37780.045896328294,37862.17643088553,5263782
2018-08-28,38231.74609375,38560.26807951799,38026.419852645005,38437.072334854995,7365976
2018-08-29,38437.0859375,38437.0859375,38108.563835470086,38396.020674746265,5572374
2018-08-30,39135.1953125,39381.58688844439,38354.955322009446,38560.28163529644,12193231
2018-08-31,39792.23046875,39792.23046875,38601.33812242002,38683.46862906347,13577454
2018-09-03,38970.9296875,39669.03907073235,38847.733913988406,39586.908555057955,8595084
2018-09-04,39135.1953125,39258.391100472196,38765.60794858342,39053.064787185205,6791255
2018-09-05,38272.82421875,38970.93367338386,38108.563170600864,38847.737887272,9139998
2018-09-06,37862.1640625,38108.555585683294,37615.7725393167,37944.294570227765,9040553
2018-09-07,36876.60546875,37122.99704203787,36465.95284660356,36548.08337103285,18285508
2018-09-10,37369.39453125,37410.45979996566,36958.741844093405,37328.329262534346,9979838
2018-09-11,36999.796875,37697.90625,36999.796875,37410.44944852941,9865790
2018-09-12,36589.140625,37040.85841049383,36548.07537177329,36876.597397586986,12995269
2018-09-13,36178.4921875,36753.40579774404,36137.42692962543,36589.14476624574,18277942
2018-09-14,37656.83984375,37656.83984375,36876.599977848964,36958.73049004907,12446344
2018-09-17,37081.93359375,37615.78202865449,36876.60727263289,37410.455707537374,8123384
2018-09-18,37369.39453125,37697.91668097528,36712.35023179945,36917.67657537775,9987090
2018-09-19,37903.23046875,37944.29572386241,37533.64317273835,37780.034703412784,9367454
2018-09-20,38806.671875,39094.128703703704,38108.56243386243,38478.14978505291,13536966
2018-09-21,38929.859375,39053.05513251582,38231.75008241034,38231.75008241034,14476906
2018-09-27,39305.55078125,39305.55078125,38436.691237664476,38850.433877467105,15804586
2018-09-28,38436.6875,39098.675659311084,38312.56472012917,39098.675659311084,11270515
2018-10-01,38353.9375,38726.30582524272,37898.82065803668,38436.6860167206,6354983
2018-10-02,37816.0703125,38643.555439688185,37816.0703125,38436.68415789113,6607188
2018-10-04,36988.5859375,37733.3225671141,36988.5859375,37360.95425230705,11865327
2018-10-05,36988.5859375,37650.57405271253,36864.46316589765,37071.334451901566,10544165
2018-10-08,37195.44921875,37402.32046023359,36574.83549429922,36574.83549429922,6759464
2018-10-10,37485.07421875,37650.57123516832,36823.08615307671,37443.69996464542,10341349
2018-10-11,35664.60546875,36947.207289551916,35664.60546875,36409.34200986079,19324537
2018-10-12,36409.33984375,36947.20509144176,35747.35184659091,35747.35184659091,12640906
2018-10-15,36243.84375,36450.71500428082,35871.47549229452,36450.71500428082,7434522
2018-10-16,36078.3515625,36533.468382669154,35871.480280604934,36161.10007525803,6825677
2018-10-17,36533.48046875,36823.10035921574,36409.3576585504,36533.48046875,8306193
2018-10-18,36450.71875,36781.71279086266,36161.098964245175,36367.970239784336,8347725
2018-10-19,36326.60546875,36533.47679829869,35954.237075562356,36326.60546875,7842520
2018-10-22,36036.98046875,36367.97454883037,35747.36064867968,35954.23194872991,8357648
2018-10-23,35623.234375,35954.228422619046,35209.49181547619,35830.1056547619,9531231
2018-10-24,35209.4921875,35664.60900778496,34961.24664916275,35623.234751395416,13522825
2018-10-25,33926.890625,34382.00745045732,33554.5223132622,33595.89657012195,19338170
2018-10-26,33926.890625,34175.13616615854,33430.39954268293,34009.63913871951,14413864
2018-10-29,34257.8828125,34712.99961314915,33554.520484224035,33802.76601185084,14460521
2018-10-30,35043.9921875,35581.85747491145,33926.88735979929,34257.881382821724,14205190
2018-10-31,35085.3671875,35871.47800891804,34506.127634876175,35499.10972508844,17621480
2018-11-01,34878.50390625,35540.492117993774,34878.50390625,35126.74948565391,13423132
2018-11-02,36533.48046875,36616.22900888307,35416.37517695357,35623.24652728624,16517112
2018-11-05,36243.84375,36243.84375,35499.10723458904,36202.46949914384,9426777
2018-11-06,36202.48046875,36243.854732142856,35540.49225446428,36202.48046875,7713625
2018-11-07,36409.33984375,36823.082341974434,35912.84884588068,36078.34584517046,11553998
2018-11-08,36450.71875,37278.20385215664,36450.71875,37154.08108683315,12617397
2018-11-09,36657.58203125,37112.698738184255,36326.58806257054,36781.704769504795,7318500
2018-11-12,37402.33203125,37443.70629234651,36161.10419835454,36285.22698164408,8552566
2018-11-13,36823.08203125,36823.08203125,35912.84854283708,36326.59103757022,9311126
2018-11-14,36492.08984375,36823.08385593821,36243.844334608846,36823.08385593821,6783344
2018-11-15,36616.21484375,36698.96335187147,35995.60103283898,36450.71782750706,5864067
2018-11-16,36409.33984375,37029.95359108665,36161.09434481534,36905.83084161932,7777124
2018-11-19,36119.72265625,36616.2136893256,35954.225645224804,36450.71667830041,7538720
2018-11-20,35416.359375,35581.856381425234,34837.11985251168,35126.73961375584,9420664
2018-11-21,34837.12109375,35002.61810607185,34588.87557526722,34588.87557526722,10769589
2018-11-22,35126.74609375,35292.24313070524,34754.377760600706,34754.377760600706,5970796
2018-11-23,35085.3671875,35250.86420253538,34671.62464991155,35126.74144125884,5192638
2018-11-26,35250.875,35416.3720657277,34837.132335680755,34878.50660211268,6613009
2018-11-27,35623.234375,35664.60863095238,35168.11755952381,35499.111607142855,8367091
2018-11-28,35705.9765625,35747.350811123986,35374.98257350811,35416.3568221321,6943099
2018-11-29,35705.9765625,36285.21604323581,35499.10531938007,36285.21604323581,8473511
2018-11-30,34630.24609375,36409.33878434887,34547.49759651285,35954.22204954451,19775519
2018-12-03,35788.7421875,35912.864992774565,35085.379624277455,35374.99950325145,12110702
2018-12-04,34878.50390625,35499.11785475979,34671.63259008007,35292.246538589854,14347746
2018-12-05,34299.26171875,34547.50728004373,33802.77059616254,33844.14485637817,12631983
2018-12-06,33513.15234375,34009.64348958334,33471.77808159722,33595.900868055556,14251826
2018-12-07,33885.51953125,34257.88787774726,33802.771009806165,33844.14527052808,11433083
2018-12-10,33264.90234375,33637.2706535681,33099.40531716418,33471.77362698228,14892263
2018-12-11,33306.27734375,33678.64566187888,33264.90308618012,33595.89714673913,10638766
2018-12-12,33471.76953125,33678.64078916873,33223.52402174753,33306.27252491502,12024279
2018-12-13,33099.3984375,33720.01215820313,33099.3984375,33637.26366210938,26254646
2018-12-14,32230.548828125,33264.90533737163,32023.677526275675,33264.90533737163,19671783
2018-12-17,32396.04296875,32768.41127873563,31982.300402099296,31982.300402099296,11532968
2018-12-18,32189.171875,32437.41741645244,31692.680792095114,31692.680792095114,11042101
2018-12-19,32354.658203125,32561.52941925751,32147.786986992487,32189.161230218986,9942037
2018-12-20,31982.298828125,32354.667119784932,31858.17606423836,31940.924573496122,11937617
2018-12-21,31982.298828125,31982.298828125,31527.18202720731,31609.93053646507,14947080
2018-12-24,32106.4296875,32313.301012806056,31692.687036887888,31858.184097132733,9729530
2018-12-26,31734.056640625,32065.050712495922,31692.682381641134,31775.430899608866,12707675
2018-12-27,31946.201171875,32405.5583129085,31820.92195159314,32322.03883272059,10510643
2018-12-28,32322.03515625,32489.07409762597,31904.43780281008,31946.197538154072,9900267
2019-01-02,32363.80078125,32906.677439516134,32196.761809475807,32906.677439516134,7847664
2019-01-03,31403.314453125,32196.749259786404,31278.03527312583,31987.950626454454,12471493
2019-01-04,31278.0390625,31403.318257676903,30776.92228179239,31278.0390625,14108958
2019-01-07,32363.80078125,32489.08001008065,31570.36566532258,31737.404637096777,12748997
2019-01-08,31820.90234375,32739.616059711287,31695.623200664373,31737.38291502625,12756554
2019-01-09,33073.70703125,33073.70703125,31987.95402264836,32280.2721403488,17452708
2019-01-10,33240.73828125,33533.056331462,33073.69939541457,33407.77716708543,14731699
2019-01-11,33825.38671875,33867.14645543981,33366.029615162035,33700.10750868056,11661063
2019-01-14,33449.5390625,33992.41547674782,33282.500165808364,33783.61685588327,11984996
2019-01-15,34326.5,34326.5,33282.506690997565,33449.54562043796,11492756
2019-01-16,34618.8203125,34618.8203125,33992.42428754524,34368.2619025181,8491595
2019-01-17,35036.41796875,35161.69717483612,34618.82061512962,34827.61929193981,11736903
2019-01-18,35328.72265625,35412.24209515366,35036.404620087174,35078.164339539006,11029256
2019-01-21,35704.5625,35704.5625,34994.64722222222,35662.802777777775,11355701
2019-01-22,35203.45703125,35788.09332832888,34952.89861821619,35704.57385731761,9964356
2019-01-23,35078.1796875,35286.97837611607,34535.303097098214,34535.303097098214,11071079
2019-01-24,35955.12890625,35996.88863784843,35370.49266387195,35955.12890625,14747623
2019-01-25,37374.96875,37374.96875,36539.77391759777,36999.131075419,22789395
2019-01-28,37625.51953125,38001.35712923141,37249.68193326859,37583.759798140956,17998914
2019-01-29,38001.359375,38001.359375,37040.88545673077,37625.5217548077,16215017
2019-01-30,38753.04296875,38753.04296875,37416.73114224138,37416.73114224138,17505980
2019-01-31,38544.23046875,39295.9056024851,38544.23046875,38961.8277652695,21621145
2019-02-01,38711.27734375,39212.39420256877,38627.757867280205,38961.835773159386,13832454
2019-02-07,38585.99609375,39337.671342329544,38585.99609375,39087.11292613637,15872001
2019-02-08,37416.71484375,38168.38991873605,37291.43566458566,38168.38991873605,12689196
2019-02-11,37583.75,37583.75,36957.354166666664,37166.15277777778,11125044
2019-02-12,38460.71484375,38627.753779010585,37291.442296925896,37291.442296925896,13184367
2019-02-13,38585.99609375,39003.59345407197,38418.957149621216,38753.03503787879,11299738
2019-02-14,39671.75390625,39671.75390625,38544.240900493416,38920.07856907895,17259341
2019-02-15,38460.71484375,39128.87058479235,38126.63697322883,39045.351117162056,10554643
2019-02-18,38585.99609375,39128.872662168564,38293.67794152462,38836.554509943184,8183728
2019-02-19,38377.1953125,38544.23424748368,37959.5979750408,38293.67584500816,6741395
2019-02-20,39170.63671875,39337.675681303306,38836.55879364339,39045.35749683502,11506720
2019-02-21,39212.40234375,39421.20107827476,38586.00614017572,38836.56462160543,8694009
2019-02-22,39379.43359375,39379.43359375,38794.7972519552,38836.556990654826,6895772
2019-02-25,39546.45703125,39713.49592050554,39295.89869736668,39588.21675356389,7484716
2019-02-26,39045.34765625,39629.98387784091,38836.549005681816,39546.464417613635,7985547
2019-02-27,39045.34765625,39462.94495738636,39045.34765625,39254.146306818184,8045211
2019-02-28,37667.2734375,38836.54578367517,37667.2734375,38753.02633037694,23569321
2019-03-04,37458.4765625,38502.46977773133,37416.71683389075,38418.95032051282,12926539
2019-03-05,36957.359375,37667.27475282486,36873.839918785314,37249.67747175141,10612405
2019-03-06,36748.55859375,36999.1169477983,36498.0002397017,36748.55859375,10202544
2019-03-07,37124.41015625,37542.00757083099,36247.45558562992,36247.45558562992,11049749
2019-03-08,36581.51953125,37416.71404109589,36581.51953125,37124.395962649825,7729069
2019-03-11,36456.24609375,37124.40180680842,36456.24609375,37082.64207474227,10717408
2019-03-12,37291.44140625,37541.9998031565,36873.84407807251,36999.12327652576,11431977
2019-03-13,36623.296875,37124.413821978334,36498.01763825541,36957.37483965222,8108343
2019-03-14,36623.296875,36999.13458523375,36372.73840151083,36498.01763825541,18039161
2019-03-15,36915.6015625,36957.36129277432,36498.00425975679,36581.52372030543,16814163
2019-03-18,36498.01953125,36873.85726097683,36289.220792512875,36706.818269987125,8188876
2019-03-19,36665.05078125,36665.05078125,36372.73260873434,36539.77156445757,7609563
2019-03-20,36790.3203125,36915.59949631101,35996.88548169693,36581.52167281498,9846242
2019-03-21,38293.671875,38627.74971033261,36790.321616003275,37249.6786395856,21138016
2019-03-22,38878.30078125,39254.13827537594,38627.74245183271,39128.8591106673,12535911
2019-03-25,38001.359375,38126.638581730775,37416.72307692308,37834.32043269231,8699728
2019-03-26,37792.55078125,38168.38830283149,37500.232708908836,38001.349404350825,9729811
2019-03-27,37876.08203125,38084.88071940463,36957.36780336963,37374.96517967889,9568081
2019-03-28,37753.1796875,38047.79758918618,37290.20869913601,37837.35623083891,6821306
2019-03-29,37584.828125,37795.2694918813,37206.033664613664,37458.56330487122,11491713
2019-04-01,37921.52734375,38258.233468888735,37753.17428118063,38047.792140677026,7362129
2019-04-02,38510.76953125,38805.38744023224,38174.06334955601,38342.41644040301,9480688
2019-04-03,39226.26953125,39352.534347337714,38552.85717878219,39352.534347337714,12436570
2019-04-04,39520.89453125,39647.15937000799,38847.48205787407,38847.48205787407,12650168
2019-04-05,39436.70703125,40025.94278198373,39226.26569170225,39520.883567069104,8546339
2019-04-08,39268.36328125,39773.42261605707,38847.4805022441,39773.42261605707,8507909
2019-04-09,39268.36328125,39520.892948653534,38889.56878014469,39310.451559150584,6878761
2019-04-10,39310.44140625,39310.44140625,38763.293934856796,39057.91180406852,11883995
2019-04-11,38931.64453125,39394.61543918919,38847.46800253378,39310.43891047297,13697399
2019-04-12,39436.70703125,39478.79529915955,38721.20647678762,38763.294744697174,7668936
2019-04-15,39605.0703125,39983.864821333686,39562.9820337407,39689.2468700186,8733019
2019-04-16,39773.4296875,39899.694543650796,39394.63511904762,39899.694543650796,7730881
2019-04-17,39605.0703125,40068.041378852286,39562.9820337407,39815.51170629649,5513658
2019-04-18,38384.5,39773.41282894737,38300.32346491228,39731.324561403504,12808747
2019-04-19,38131.984375,38721.22033664459,38089.89609202539,38510.778921771525,8479710
2019-04-22,38174.0546875,38637.025582276736,37963.613371692394,38216.142950661524,6006957
2019-04-23,38047.79296875,38300.32256810011,37879.4399025166,37921.52816907495,6920566
2019-04-24,37669.0,38426.58882681564,37163.9407821229,38216.14748603352,13299267
2019-04-25,37584.828125,37879.44603863382,37121.857117861146,37248.12193798992,10868965
2019-04-26,37753.1796875,37879.44450250836,36869.32598244147,37206.032155797104,9739982
2019-04-29,38847.4765625,38847.4765625,37963.62281622427,38005.71108985644,8777517
2019-04-30,38594.94921875,38973.743703994,38174.06645736777,38721.21404716466,11121273
2019-05-02,38637.03125,38847.472596677566,38216.14855664488,38300.32509531591,8625126
2019-05-03,38131.984375,38763.30861961921,38131.984375,38637.04377069537,6562916
2019-05-07,37753.1796875,38131.97413252509,37374.38524247492,38089.88586085563,12014907
2019-05-08,37248.11328125,37753.17244438559,37206.02501765537,37290.20154484463,10398754
2019-05-09,35732.9375,37248.11506183745,35732.9375,36953.49720259128,23029718
2019-05-10,36111.74609375,36574.71719751602,35732.95155430507,35859.21640078671,14579512
2019-05-13,35901.30078125,36364.27183470105,35648.771115731244,35775.03594849062,7635079
2019-05-14,35901.30078125,36280.095279528134,34764.91728641559,34764.91728641559,11563730
2019-05-15,35817.125,36238.00778495887,35817.125,35943.389835487666,7670185
2019-05-16,34975.34765625,35690.848149819496,34806.994598939535,35648.759885491876,13687828
2019-05-17,34680.73828125,35396.23894967385,34386.12035895783,35312.06240044751,13357951
2019-05-20,35354.15234375,35438.3288969494,34975.357854352675,35059.534407552084,15752397
2019-05-21,36322.171875,36995.58409979722,35648.75965020278,35859.20097045191,18812133
2019-05-22,36616.80078125,36869.33044181034,35690.85869252873,36785.15388829023,11033339
2019-05-23,36911.41796875,37037.682796465226,36406.35865788911,36953.50624465507,12259006
2019-05-24,35943.3828125,36869.32475848946,35690.85319086651,36869.32475848946,13966305
2019-05-27,35901.30078125,36195.918724355215,35648.771115731244,35775.03594849062,8066669
2019-05-28,35817.125,36153.8312279671,35480.41877203291,35817.125,24506881
2019-05-29,35185.7890625,35438.318649072964,34764.90641821172,35227.87732692883,14930618
2019-05-30,35817.125,35943.389835487666,35480.41877203291,35522.507050528795,11766018
2019-05-31,35775.0390625,36027.56875,35480.421093749996,35859.215625,11365999
2019-06-03,36869.31640625,36953.492927725456,35775.021627069065,36153.81597370862,15466580
2019-06-04,36574.70703125,36785.14838355869,36195.912597094364,36532.61876078827,9913497
2019-06-05,36953.5078125,37206.03747864465,36785.1547017369,37079.772645572324,12464135
2019-06-07,37206.02734375,37332.29214242788,36574.70335036058,36700.96814903846,11683682
2019-06-10,37711.09375,37753.18202427455,37079.7696358817,37290.21100725447,8792182
2019-06-11,37753.1796875,37879.44450250836,37500.65005748328,37711.091415830546,6664872
2019-06-12,37542.7421875,37921.536671454596,37290.21253153027,37711.09529147982,8607439
2019-06-13,36827.2421875,37374.38978571429,36532.62425,37206.03667857143,16906541
2019-06-14,37037.68359375,37163.94842418324,36448.447718394884,36827.2422096946,9322873
2019-06-17,36953.5078125,37079.772645572324,36532.62503559226,36827.242979427676,11890424
2019-06-18,37332.30078125,37458.565609146,36743.06491773535,36827.24146966601,7994928
2019-06-19,38174.0546875,38258.23121382304,37879.43684536935,38258.23121382304,10417690
2019-06-20,38300.328125,38300.328125,37753.18058035714,37753.18058035714,7147785
2019-06-21,38468.68359375,38552.86014428337,38047.800841083146,38510.77186901668,9454913
2019-06-24,38300.328125,38552.85776098901,38047.79848901099,38047.79848901099,6085066
2019-06-25,38384.5,38552.853070175435,38047.79385964912,38047.79385964912,7076774
2019-06-26,38468.68359375,38721.21324535011,38384.507043216625,38552.86014428337,9226097
2019-06-27,39447.65625,39532.48991935484,38811.40372983871,39023.48790322581,12603534
2019-06-28,39871.82421875,39871.82421875,39617.3232130984,39871.82421875,12949231
2019-07-01,39532.5,40211.169527897,39235.582081545064,40168.752682403436,11383522
2019-07-02,39235.578125,39786.99706081081,38896.24339527027,39193.16128378378,8463073
2019-07-03,38514.48828125,39320.40819021889,38344.820931993396,38811.406142449065,9669368
2019-07-04,39023.48828125,39193.15562160326,38387.23575492527,38387.23575492527,6365573
2019-07-05,38726.5703125,38981.071322220705,38387.2356328724,38981.071322220705,7235395
2019-07-08,37666.1484375,38005.48310810811,37623.73160367399,37963.06627428209,7823843
2019-07-09,38259.99609375,38556.914023524114,37920.6613168653,38047.91185819706,7646421
2019-07-10,38641.73046875,39150.73240686746,38599.31364057355,38641.73046875,9253930
2019-07-11,39193.16015625,39490.07803622159,39150.743316254055,39320.41067623782,10989751
2019-07-12,39277.98828125,39362.82194924406,38853.8199412797,39320.405115247035,5245804
2019-07-15,39405.24609375,39574.913461215016,38811.41030762244,38981.07767508746,4717226
2019-07-16,39744.578125,39744.578125,39277.99289621131,39405.24341315369,7407824
2019-07-17,39065.90625,39320.40726791531,38981.07257736156,39150.73992263844,5216602
2019-07-18,39108.3203125,39405.23814567516,38726.568812703365,39405.23814567516,5143554
2019-07-19,39702.16015625,39829.41066957131,39532.492805154914,39574.90964292869,8819393
2019-07-22,40041.5,40126.33368644068,39532.497881355936,39702.16525423729,9009109
2019-07-23,40126.32421875,40338.408384811046,39914.240052688954,40168.74105196221,9061381
2019-07-24,39362.828125,39999.0807347791,39235.577603044185,39956.66389412716,8756522
2019-07-25,40041.5,40041.5,39532.497881355936,39999.08315677966,8408838
2019-07-26,39999.08203125,39999.08203125,39490.07992692869,39574.913610982236,7873886
2019-07-29,39108.3203125,39914.240145404015,39023.486645878525,39702.15597885033,6856846
2019-07-30,39490.07421875,39744.57523412325,39277.990039272285,39277.990039272285,5551014
2019-07-31,38472.07421875,39532.4952280871,38175.15633613561,39193.16050509922,12872916
2019-08-01,38344.82421875,38599.32526444967,38047.906332100385,38090.32317305033,7811181
2019-08-02,38132.7421875,38599.32746454394,37581.3232237208,37793.407440558956,12151374
2019-08-05,37284.40625,37835.825227531284,36987.48833902161,37623.74100540386,14214086
2019-08-06,36902.6484375,37157.1494612069,36054.31169181035,36054.31169181035,15083824
2019-08-07,36648.1484375,37241.984176070604,36563.31476056134,36987.48314525463,10002533
2019-08-08,36181.5625,36902.648739742086,36181.5625,36690.56455158265,16926881
2019-08-09,36605.7265625,36775.393893033026,36520.89289723349,36690.56022776652,9685147
2019-08-12,37072.31640625,37326.81743421053,36945.06589226974,37326.81743421053,8466169
2019-08-13,36478.48828125,36902.656749636626,36436.07143441134,36902.656749636626,7276979
2019-08-14,37072.31640625,37538.90162417763,36902.64905427631,37241.98375822369,8750135
2019-08-16,37241.98828125,37241.98828125,36732.986163510825,37157.15459496014,9528115
2019-08-19,36987.47265625,37623.72505285981,36902.63900336869,37623.72505285981,6014218
2019-08-20,37708.57421875,37835.82475042182,36945.07102871907,37284.405779843924,8434205
2019-08-21,37750.98828125,38005.4893258427,37454.07039589185,37623.73775895365,6571717
2019-08-22,37369.23046875,37920.649306540865,37199.56313404512,37750.98197183599,8061177
2019-08-23,37284.40625,37496.490472127414,37029.905183447096,37157.155716723544,5017381
2019-08-26,36987.47265625,37157.13996201262,36436.0539125215,36520.88756540281,7954949
2019-08-27,37369.23046875,37496.48096977866,36987.47896566402,37029.89579934024,16883932
2019-08-28,37454.0703125,37666.154515855036,37114.73558713194,37411.65347182899,5758333
2019-08-29,36817.81640625,37496.48583309331,36520.898532006046,37496.48583309331,10768862
2019-08-30,37326.81640625,37581.317427201706,37114.73222212358,37114.73222212358,9899073
2019-09-02,37157.14453125,38047.89799604024,37029.89403627997,38047.89799604024,7185537
2019-09-03,36690.5625,37029.897182080924,36563.31199421966,36945.06351156069,9774941
2019-09-04,37411.65625,37411.65625,36605.736217403624,36690.56990504535,12441837
2019-09-05,38768.99609375,39108.33085168216,37708.57497521198,38005.49288840262,18297430
2019-09-06,39277.98828125,39447.655617238124,38896.23677527673,39447.655617238124,9896562
2019-09-09,39787.00390625,39871.837603278254,39278.00172408049,39405.25226962287,9434157
2019-09-10,39871.82421875,40041.49155585106,39490.07271027261,39956.657887300535,9231792
2019-09-11,39999.08203125,40211.16624138388,39702.164137062566,40126.33255733033,16141619
2019-09-16,39956.6640625,39956.6640625,39362.828290870486,39871.83038083864,15550926
2019-09-17,39787.00390625,39956.6713003065,39702.170209221746,39871.837603278254,7006280
2019-09-18,40465.6640625,40465.6640625,39702.16096698113,39786.994644261,10413027
2019-09-19,41695.75,41738.16683621566,40592.91225839267,40762.57960325534,16461413
2019-09-20,41738.15625,42077.490853658535,41653.32259908537,41907.82355182927,15460210
2019-09-23,41822.99609375,41822.99609375,41568.495103321504,41780.57926201192,7568553
2019-09-24,41992.671875,42119.92239583333,41441.25295138889,41610.9203125,7871955
2019-09-25,41483.671875,41865.42345667178,41398.83819018405,41738.17292944785,9187141
2019-09-26,41738.15625,41780.573075457316,41483.6552972561,41568.488948170736,8494756
2019-09-27,41357.0703125,41613.41578964359,41015.27634297521,41015.27634297521,8048041
2019-09-30,41912.48046875,42083.3774329447,40929.822924630476,41057.9956477765,9497119
2019-10-01,41741.5859375,41955.20715519447,41570.68896334442,41784.31018103889,6206035
2019-10-02,40673.4765625,41357.06440388656,40673.4765625,41314.3401637999,8382463
2019-10-04,41015.265625,41570.68068033854,40459.85056966146,40502.5748046875,9331695
2019-10-07,40801.65234375,41613.412966295815,40716.20385716623,41314.34326325262,7047273
2019-10-08,41784.3125,41869.76099182004,40673.48210633946,40929.82758179959,14239367
2019-10-10,41485.23828125,42040.653417868176,41015.271627188464,41186.16859230175,18639855
2019-10-11,41997.93359375,42254.279068381235,41698.8638733469,41869.76085643438,7783275
2019-10-14,42724.24609375,42980.5915703125,42596.073355468754,42724.24609375,11130635
2019-10-15,42809.6953125,42895.14380613773,42638.798325224554,42638.798325224554,6058105
2019-10-16,43322.37890625,43493.27586446006,43066.03346893491,43322.37890625,9136282
2019-10-17,43151.48828125,43236.93677289604,42809.694314665845,43151.48828125,6701380
2019-10-18,42638.796875,43493.281782314625,42425.17564817134,42980.59083792585,8483106
2019-10-21,42980.58984375,43066.03833250497,42553.347399975144,42638.79588873012,4406531
2019-10-22,43749.6171875,44005.96260070801,43322.37483215332,43407.823303222656,10898729
2019-10-23,43749.6171875,44005.96260070801,43407.823303222656,43835.065658569336,8663880
2019-10-24,43322.37890625,44860.45153014053,43151.48194803994,44860.45153014053,21185785
2019-10-25,43493.27734375,43749.62278978389,43151.48341570481,43407.8288617387,7879897
2019-10-28,43835.07421875,44005.9711942617,43322.383292214916,43322.383292214916,6431522
2019-10-29,43664.1796875,44176.87064273484,43407.83420988258,43920.52516511742,7581629
2019-10-30,43066.05078125,43407.844835069445,42895.153754340274,43322.39632161458,8959435
2019-10-31,43066.05078125,43920.53591579861,42980.60226779514,43578.741861979164,10304777
2019-11-01,43749.6171875,43749.6171875,43066.02941894531,43236.926361083984,8467846
2019-11-04,44689.55859375,44689.55859375,43920.5222125956,44176.8676729804,13012411
2019-11-05,45031.359375,45031.359375,44518.66837642315,44775.01387571158,10581034
2019-11-06,45544.03515625,45714.93209867495,45031.344328975145,45202.2412714001,14361133
2019-11-07,45202.24609375,45629.48849539225,44775.00369210775,45629.48849539225,9257116
2019-11-08,44518.66796875,45544.04995651391,44433.219469769676,45458.60145753359,11603290
2019-11-11,44091.421875,44604.112827034885,43920.524890988374,44604.112827034885,8185952
2019-11-12,44945.91015625,44945.91015625,44091.425172290874,44262.3221690827,6576148
2019-11-13,44860.453125,44860.453125,44433.21071428571,44860.453125,6225196
2019-11-14,45116.8046875,45116.8046875,44347.768243963066,44347.768243963066,12010018
2019-11-15,45885.8359375,45885.8359375,44945.90261289572,45202.24806506052,9703360
2019-11-18,45714.9375,45971.28294392524,45458.59205607477,45800.38598130841,7746554
2019-11-19,45714.9375,45714.9375,45031.34964953271,45458.59205607477,8907177
2019-11-20,44433.2109375,45629.48969350961,44433.2109375,45629.48969350961,12560070
2019-11-21,43578.72265625,44518.655890012255,43236.92875306372,44091.41351102941,14298646
2019-11-22,44091.421875,44091.421875,43493.282430959305,43578.73092296512,8478310
2019-11-25,44262.32421875,44945.9122375724,44176.8757163972,44604.1182281612,9050625
2019-11-26,44262.32421875,45202.25774463079,44262.32421875,44347.772721102796,27372226
2019-11-27,44604.1171875,44689.5656878592,44091.426185344826,44262.323186063215,7546261
2019-11-28,43835.07421875,44518.662120796784,43835.07421875,44347.76514528509,6833885
2019-11-29,42980.58984375,43920.52322005467,42895.14135499503,43749.62624254473,11179334
2019-12-02,43066.05078125,43835.08740234375,43066.05078125,43493.293348524305,18877252
2019-12-03,42638.796875,42980.59083792585,42297.002912074146,42553.34838426854,12059812
2019-12-04,42254.27734375,42596.07129597447,41869.75914749747,42382.450075834175,13246549
2019-12-05,42297.01171875,43066.048295454544,42297.01171875,42895.15127840909,10449715
2019-12-06,43066.05078125,43493.293348524305,42681.532470703125,42809.705240885414,11414563
2019-12-09,43749.6171875,43920.51412963867,43322.37483215332,43493.27177429199,8470627
2019-12-10,44005.97265625,44091.42114684466,43322.38473149272,43578.730203276704,6882771
2019-12-11,44347.78125,44604.126806358385,43920.538656069366,44005.987174855494,11379521
2019-12-12,45544.03515625,45544.03515625,45031.344328975145,45287.68974261257,29178697
2019-12-13,46740.3125,46825.76096892139,46056.72474862888,46569.41556215722,18120261
2019-12-16,46740.3125,46911.20943784278,46398.51862431444,46569.41556215722,11512405
2019-12-17,48449.296875,48449.296875,47338.46643518518,47680.260416666664,19358433
2019-12-18,48107.50390625,48876.54038077265,47851.15841474245,48449.29789492673,15558208
2019-12-19,47851.15625,48961.98666294643,47423.913783482145,48705.64118303571,14180520
2019-12-20,47851.15625,48278.398716517855,47509.362276785716,47936.60474330357,12095519
2019-12-23,47423.91796875,48192.954476351355,47082.123965371626,47936.60897381757,9839252
2019-12-24,46996.671875,47594.81133522728,46825.77488636364,47509.362840909096,11868463
2019-12-26,47338.45703125,47338.45703125,46483.97224729242,46740.31768247969,9645034
2019-12-27,48588.87890625,48932.8709693031,47728.898748617255,47900.894780143804,12313056
2019-12-30,47986.8828125,48674.86679547491,47900.88481462814,48330.874803987455,8356767
2020-01-02,47470.890625,48158.87454710145,47298.89464447463,47728.88459578804,12993228
2020-01-03,47728.89453125,48674.87262105856,47212.90648226352,48158.88457207207,15422255
2020-01-06,47728.89453125,47814.89253941442,46954.912457770275,47212.90648226352,10278951
2020-01-07,47986.8828125,48502.87079973118,47814.88681675627,47900.88481462814,10009778
