Price,Close,High,Low,Open,Volume
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS
Date,,,,,
2016-04-27,20336.994140625,20336.994140625,20117.980357572116,20243.13109074519,8297300
2016-04-28,19789.458984375,20336.993422677868,19726.88361999753,20336.993422677868,14653450
2016-04-29,19476.576171875,19820.74057009287,19429.644663027106,19711.233716114457,16253900
2016-05-02,19554.796875,19742.522925,19476.5776875,19507.8653625,7027600
2016-05-03,19726.87890625,19867.673442456384,19648.659719468676,19820.74193038759,7903300
2016-05-04,20180.552734375,20180.552734375,19742.52523316376,19898.96362645349,14702750
2016-05-09,20321.345703125,20336.98954123364,20102.33196960402,20180.551160147228,13718100
2016-05-10,20274.41015625,20336.985496238423,20149.259476273146,20321.341661241317,8559550
2016-05-11,20211.837890625,20321.344752261513,20133.618703741777,20274.413240131576,8834400
2016-05-12,20039.755859375,20211.83807206284,19945.89283427254,20211.83807206284,7615100
2016-05-13,19601.732421875,20039.75996202863,19570.444740435454,20039.75996202863,12284900
2016-05-16,19523.51171875,19758.169311523438,19507.86787923177,19601.730916341145,11720150
2016-05-17,19773.822265625,19789.466112354134,19539.164564687995,19539.164564687995,9183550
2016-05-18,19836.384765625,19883.31627532285,19633.014890267645,19773.809419361198,9169600
2016-05-19,19867.673828125,19977.180691744587,19805.098477485237,19836.386152805117,10012450
2016-05-20,19852.029296875,20024.111505122146,19852.029296875,19867.673133988377,7960550
2016-05-23,20117.974609375,20117.974609375,19852.029377369265,19852.029377369265,8112550
2016-05-24,19883.322265625,20164.91140864723,19836.390741787964,20117.97988481019,10434600
2016-05-25,20258.765625,20305.69712837838,19930.245101351353,20071.03961148649,11862750
2016-05-26,20274.41015625,20383.917001229744,20258.766321252893,20321.341661241317,12653650
2016-05-27,20055.408203125,20352.641242016867,19914.613605755167,20336.997397864663,13744550
2016-05-30,20024.111328125,20290.05655670166,19930.248306274414,20290.05655670166,10315350
2016-05-31,20211.837890625,20336.988589638157,19836.385793585527,20024.111842105263,62527700
2016-06-01,20853.234375,20978.385068923482,20258.768578863466,20305.70008908477,23504000
2016-06-02,21353.837890625,21463.344751602563,21056.604982257326,21119.18033138736,23806950
2016-06-03,21541.5703125,21572.85799632353,21338.20036764706,21432.063419117647,17066200
2016-06-07,21870.08984375,21932.6652081098,21588.5007041309,21682.3637506706,23142150
2016-06-08,21995.232421875,22198.60228068323,21729.287221895003,22198.60228068323,18808100
2016-06-09,22370.693359375,22370.693359375,21995.24116313374,22026.528846153848,25768750
2016-06-10,21995.232421875,22292.465292440877,21963.944751289117,22276.821457147937,14484050
2016-06-13,21447.703125,21838.79909737418,21306.908574945293,21838.79909737418,15248300
2016-06-14,21588.494140625,21682.357158627718,21416.411940953352,21447.699613620924,12273050
2016-06-15,22104.748046875,22151.679571390658,21635.43280171842,21666.720484728856,15334450
2016-06-16,22042.16796875,22167.318674037437,21823.154234496982,22104.74332139372,14621550
2016-06-17,22308.115234375,22448.909790552683,22057.813801170232,22057.813801170232,16419700
2016-06-20,22386.337890625,22652.283204489868,22308.118680664746,22323.762522656794,13515800
2016-06-21,22652.275390625,22667.919227220733,22308.11098551882,22401.97400509323,10020550
2016-06-22,22605.345703125,22683.56489240917,22386.331973129327,22620.989540981835,8948250
2016-06-23,22370.693359375,22605.350982025786,22323.76183484484,22589.707140515733,11256300
2016-06-24,21901.373046875,22605.345751953126,21275.619531250002,22605.345751953126,20552600
2016-06-27,21870.08984375,21979.59673137965,21666.71990958065,21901.3775259299,11839000
2016-06-28,21885.7265625,21963.94574249464,21572.849842521446,21744.93203850965,10718950
2016-06-29,21854.423828125,22104.904330453082,21776.148671147475,22042.28420487106,10527050
2016-06-30,22308.41796875,22621.518571820176,21870.077124451753,22042.28245614035,13671700
2016-07-01,22950.2734375,23153.78882268929,22339.727281932126,22339.727281932126,14393600
2016-07-04,22950.2734375,23075.513674539565,22715.447993050817,22918.963378240107,7995000
2016-07-05,22997.236328125,23091.166496926056,22887.651131190436,22950.271243724474,7870350
2016-07-06,22245.794921875,22731.100792795565,22104.899669027094,22652.825652324507,16749150
2016-07-07,22699.791015625,22699.791015625,22167.52005387931,22245.7951953125,11495200
2016-07-08,22856.33984375,23091.165253103598,22684.134543557364,22699.789570847603,13498150
2016-07-11,23310.3359375,23482.541239926126,22856.340140194763,22856.340140194763,14056800
2016-07-12,22918.958984375,23560.81507615053,22856.338877860315,23466.8849163785,11024700
2016-07-13,23185.099609375,23419.925061191763,22903.309067194885,23419.925061191763,10009900
2016-07-14,23482.544921875,23482.544921875,23106.824203125,23185.099352864585,12430250
2016-07-15,23764.337890625,23826.958016819004,23263.376881072956,23482.547322751976,11623150
2016-07-18,23999.162109375,23999.162109375,23482.546095278867,23764.336648422213,11567200
2016-07-19,23999.162109375,24108.747324486303,23826.956771342957,23920.886955724072,10122250
2016-07-20,24108.744140625,24140.05419795049,23858.263682021105,23999.158939985795,7773150
2016-07-21,24155.708984375,24218.329098398008,24061.77881334049,24108.743898857745,8544700
2016-07-22,23733.025390625,23920.885749917546,23576.475091214546,23576.475091214546,8585150
2016-07-25,23513.853515625,23842.60912403254,23404.268312822485,23482.543457681426,7732500
2016-07-26,23952.189453125,23967.844478911356,23451.228627961602,23482.538679534315,7228500
2016-07-27,23905.23046875,23936.540528303045,23670.40502210216,23670.40502210216,6335050
2016-07-28,23592.130859375,24046.126741871267,23451.235585496845,23999.16165057855,9503700
2016-07-29,24093.0859375,24374.87641630117,23654.745192698178,23795.640432098764,14985600
2016-08-01,24547.08203125,24734.94235291773,24421.841816804845,24562.73705805564,11515400
2016-08-02,24233.982421875,24547.08296996124,24202.672367066378,24547.08296996124,8315800
2016-08-03,23748.6796875,24233.985600692155,23748.6796875,24233.985600692155,7504900
2016-08-04,23748.6796875,23999.160158824983,23748.6796875,23779.98974641562,7009950
2016-08-05,24437.505859375,24484.470957118836,23873.92468644899,23936.544816774105,6958850
2016-08-08,24562.744140625,24656.67432854326,24359.22873346877,24515.77904666587,11125150
2016-08-09,24531.431640625,24719.291997796347,24374.88134298221,24641.016848974952,9023200
2016-08-10,24124.388671875,24578.38430554429,24014.803518920344,24531.419239992294,12340350
2016-08-11,24406.181640625,24406.181640625,23889.565865037683,24124.391217577373,10533600
2016-08-12,24187.021484375,24578.397236549354,24171.36645428803,24406.191905592637,10474850
2016-08-16,24547.08203125,24672.32224569515,24187.016414720183,24187.016414720183,10843100
2016-08-17,24515.77734375,24578.39746467912,24280.951890265806,24562.74243444684,7446450
2016-08-18,25674.248046875,25736.8681640625,24515.77587890625,24531.430908203125,18327050
2016-08-19,26222.169921875,26222.169921875,25611.623875932837,25642.933929570896,16805150
2016-08-22,26065.626953125,26488.312795608108,25971.69676590653,26206.522233952703,12612200
2016-08-23,26410.03515625,26519.62036436722,25940.384264319055,26065.624502167306,11545700
2016-08-24,25877.759765625,26331.755550986843,25611.62430524047,26300.44549682396,15938550
2016-08-25,25658.595703125,25971.696321833053,25392.460177223154,25517.700424706378,14173800
2016-08-26,25235.908203125,25408.11353205451,25095.012934000853,25141.9780237089,12058000
2016-08-29,25674.248046875,25674.248046875,25001.081787109375,25079.35693359375,8925750
2016-08-30,25752.517578125,26159.548251092325,25564.657267524693,25783.827629891715,7849600
2016-08-31,25361.140625,25689.89615162037,25220.245399305557,25689.89615162037,20532200
2016-09-01,24844.53125,24860.18627914304,24468.81055056711,24781.911133427853,18790150
2016-09-02,25001.078125,25251.558557060114,24860.182881966186,24969.768070992486,8153000
2016-09-05,25141.97265625,25282.86789529499,24813.217098478362,24891.492231281136,8383800
2016-09-06,25721.21875,25752.528815429094,25001.08724513086,25157.637572276326,7660150
2016-09-07,25376.8046875,25862.11063772363,25376.8046875,25799.49051511413,9591850
2016-09-08,25658.595703125,25658.595703125,25267.219929739935,25408.115208158557,12070850
2016-09-09,24656.67578125,25329.842167658728,24484.4704265873,25220.256941964286,13258400
2016-09-12,22934.6171875,23576.47336817406,22793.721928327646,23325.99290742321,26499350
2016-09-13,23905.23046875,24249.6411238335,23404.269515901276,23607.78490299607,24717250
2016-09-19,24390.537109375,24562.74244198291,24046.126444159177,24077.436504633344,22408150
2016-09-20,24813.216796875,24860.181875985803,24406.18611124803,24406.18611124803,12921150
2016-09-21,24922.806640625,25063.701904296875,24672.326171875,24969.771728515625,10509050
2016-09-22,25329.83984375,25689.90555228291,25032.394258440207,25048.049289245984,11429950
2016-09-23,24594.048828125,25016.734581377306,24515.77368863383,24766.25413500557,18299650
2016-09-26,24547.08203125,24985.422781808036,24484.461924027422,24594.047111666932,14524800
2016-09-27,24562.744140625,24656.67432854326,23999.16301311544,24265.29854555051,9834400
2016-09-28,24531.431640625,24625.361819210673,24327.916253689375,24327.916253689375,8706400
2016-09-29,25048.05078125,25345.496384277347,24609.709892578125,24625.364924316407,11397550
2016-09-30,25016.740234375,25282.875768783244,24813.224825709873,24891.499982888767,11762700
2016-10-04,25267.21875,25423.76905204461,25141.97850836431,25204.598629182157,13053100
2016-10-05,25345.494140625,25455.079353092187,25001.083472870985,25063.703594280807,12470450
2016-10-06,26472.65234375,26613.54759572738,26096.93167181032,26550.927483737432,29558150
2016-10-07,26707.48046875,26864.03076458089,26456.999995420574,26613.550291251464,26050550
2016-10-10,26300.447265625,26441.342518833706,25486.38580264137,25830.79642159598,25293300
2016-10-11,24187.021484375,25439.42389133293,24187.021484375,25048.048139158578,38427150
2016-10-12,24030.470703125,24187.02100086523,23388.614482390065,23404.26951216409,39088550
2016-10-13,24374.8828125,24750.60354949422,24187.02244400289,24265.29759754335,21864550
2016-10-14,24687.978515625,24860.183819158214,24218.327687807152,24233.982715401078,14158950
2016-10-17,24891.49609375,25079.35644162736,24077.434586281444,24500.1203690055,12785200
2016-10-18,24875.845703125,24969.77589457796,24609.710160674953,24609.710160674953,10384500
2016-10-19,25439.419921875,25721.210419471154,24656.668539663464,24719.288650240385,15444550
2016-10-20,25361.140625,25846.446402391975,25188.935349151234,25455.070775462962,10330450
2016-10-21,24875.845703125,25251.56646893683,24860.190671216176,25141.981245575047,10477500
2016-10-24,25173.28515625,25173.28515625,24891.49465076959,24938.459735016324,9289950
2016-10-25,25001.078125,25110.6633140263,24922.802989981217,25048.043206011273,9866100
2016-10-26,24531.431640625,25032.392593081924,24453.156491803606,25001.082533553366,10534000
2016-10-27,24625.357421875,25314.178608500875,24359.221963405915,24594.047367937463,14117000
2016-10-28,25267.21875,25267.21875,24734.947723048328,24734.947723048328,10214200
2016-10-31,25658.595703125,25658.595703125,25220.254836933727,25298.52999161074,12067200
2016-11-01,25862.10546875,25862.10546875,25235.904367811745,25517.69486323396,10347400
2016-11-02,25721.21875,25862.11404443092,25533.35835742544,25674.25365185636,10099250
2016-11-03,25298.525390625,25674.246064743194,25141.97510974242,25517.695783860614,10341850
2016-11-04,25470.728515625,25580.3137028465,25126.317927214583,25126.317927214583,7103850
2016-11-07,25674.248046875,25830.79833984375,25580.31787109375,25783.833251953125,7661900
2016-11-08,25736.865234375,25815.140371949135,25595.969986741562,25815.140371949135,5417450
2016-11-09,24985.421875,25940.37847548559,24907.146743812656,25768.173186873435,15683600
2016-11-10,25815.140625,25830.795652668283,25329.8347672832,25517.695099302608,11795350
2016-11-11,25016.740234375,25329.840863090583,24813.224825709873,24813.224825709873,12836800
2016-11-14,24312.25390625,24985.41998349968,24296.598881197682,24969.764958447362,15133300
2016-11-15,24093.0859375,24750.59705470273,24093.0859375,24312.25630990091,13665700
2016-11-16,24390.537109375,24484.467290797496,24108.74656510751,24108.74656510751,13308200
2016-11-17,24547.08203125,24672.32224569515,24187.016414720183,24343.566682776625,7870550
2016-11-18,24828.876953125,24860.18701233449,24578.396479449086,24766.256834706022,9460750
2016-11-21,24938.462890625,25141.978281446172,24500.122048856327,24500.122048856327,8180200
2016-11-22,25674.248046875,25752.523193359375,25048.046875,25157.632080078125,9751100
2016-11-23,25815.140625,26003.000957019405,25455.074988629473,26003.000957019405,12668600
2016-11-24,25830.796875,25862.106931818184,25564.661392045455,25815.141846590912,7757150
2016-11-25,25830.796875,25862.106931818184,25564.661392045455,25689.90161931818,6276900
2016-11-28,26253.48828125,26316.10840833706,25674.25210569469,25830.80242341234,13294050
2016-11-29,26253.48828125,26582.243948457064,26128.24802707588,26457.003694282943,18081300
2016-11-30,27333.68359375,27349.338624445158,26253.486475783935,26253.486475783935,28535200
2016-12-01,27380.6484375,27443.26855971269,27130.16794864923,27239.75316252144,15535350
2016-12-02,27036.228515625,27208.43379279459,26723.1280116803,26989.263440033297,15352950
2016-12-05,26895.3359375,27145.81636532305,26785.750750327417,26879.68091076106,8484600
